employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons
EMP08110,accounting,medium,3,0.49,0.7,4,168,0,0,36.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08111,accounting,medium,5,0.18,0.64,6,154,0,0,57.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08112,accounting,medium,3,0.76,0.85,4,135,0,0,31.95,Low,[]
EMP08113,hr,low,3,0.5,0.97,4,217,0,0,41.0,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08114,hr,low,2,0.82,0.94,3,253,0,0,22.19,Low,[]
EMP08115,hr,low,3,0.97,0.94,3,180,0,0,26.9,Low,[]
EMP08116,hr,low,2,0.72,0.9,4,225,0,0,22.4,Low,[]
EMP08117,technical,low,3,0.98,0.64,4,134,0,0,30.6,Low,[]
EMP08118,technical,low,2,0.76,0.73,3,192,0,0,21.2,Low,[]
EMP08119,technical,low,3,0.72,0.88,3,224,0,0,34.4,Low,[]
EMP08120,technical,low,5,0.96,0.91,3,260,0,0,35.49,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08121,technical,low,3,0.62,0.78,3,178,0,0,37.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08122,technical,low,5,0.25,0.98,4,166,0,0,52.5,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08123,technical,low,3,0.82,0.56,5,180,0,0,39.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08124,technical,low,2,0.59,0.9,3,189,0,0,26.3,Low,[]
EMP08125,technical,low,3,0.94,0.73,3,154,0,0,27.8,Low,[]
EMP08126,technical,low,3,0.72,0.88,3,236,0,0,34.4,Low,[]
EMP08127,technical,low,3,0.53,0.78,5,198,0,0,48.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08128,support,low,3,0.67,0.83,3,148,0,0,36.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08129,support,low,2,0.99,0.52,4,205,0,0,14.3,Low,[]
EMP08130,support,low,3,0.64,0.53,4,133,0,0,41.05,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08131,support,low,3,0.61,0.57,4,160,0,0,37.7,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08132,support,low,2,0.89,0.85,4,201,0,0,17.3,Low,[]
EMP08133,support,low,4,0.61,0.7,5,157,0,0,49.7,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08134,support,medium,2,0.9,0.74,3,260,0,0,16.29,Low,[]
EMP08135,support,medium,3,0.96,0.51,5,152,0,0,30.2,Low,[]
EMP08136,support,medium,3,0.62,0.55,4,218,0,0,32.4,Low,[]
EMP08137,support,medium,2,0.89,0.57,3,252,0,0,14.87,Low,[]
EMP08138,support,medium,3,0.52,0.67,4,216,0,0,35.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08139,technical,medium,2,0.66,0.99,3,183,0,0,19.2,Low,[]
EMP08140,technical,medium,2,0.96,0.6,5,269,0,0,24.41,Low,[]
EMP08141,technical,medium,4,0.95,0.89,5,132,0,0,39.0,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08142,management,medium,4,0.75,0.98,4,170,0,0,32.5,Low,[]
EMP08143,it,medium,5,0.39,0.87,5,257,0,0,64.94,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08144,it,medium,2,0.93,0.69,3,138,0,0,14.1,Low,[]
EMP08145,it,medium,3,0.44,0.54,3,115,0,0,46.55,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08146,it,high,2,0.9,0.67,3,165,0,0,7.0,Low,[]
EMP08147,it,low,3,0.75,0.81,3,214,0,0,33.5,Low,[]
EMP08148,product_mng,medium,2,0.45,0.75,2,246,0,0,41.79,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)']"
EMP08149,product_mng,medium,3,0.42,0.6,2,188,0,0,53.4,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP08150,product_mng,medium,2,0.99,0.82,3,255,0,0,12.51,Low,[]
EMP08151,product_mng,medium,2,0.89,0.91,4,190,0,0,12.3,Low,[]
EMP08152,it,low,4,0.96,0.9,4,164,0,0,31.2,Low,[]
EMP08153,randd,low,3,0.5,0.46,3,165,0,0,41.0,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08154,randd,low,3,0.59,0.59,3,141,0,0,40.55,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08155,randd,low,2,0.57,0.69,3,154,0,0,26.9,Low,[]
EMP08156,randd,low,2,1.0,0.87,3,165,0,0,14.0,Low,[]
EMP08157,randd,low,2,0.6,0.59,5,266,0,0,39.57,Medium,"['Below-market / low compensation band', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP08158,randd,low,6,0.21,0.85,6,235,0,0,67.7,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08159,marketing,low,2,0.63,0.83,4,159,0,0,25.1,Low,[]
EMP08160,sales,low,3,0.8,0.82,3,218,0,0,32.0,Low,[]
EMP08161,accounting,low,4,0.51,0.96,3,149,0,0,44.95,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08162,support,low,3,0.89,0.96,5,239,0,0,37.3,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08163,technical,low,3,0.83,0.58,4,225,0,0,31.1,Low,[]
EMP08164,management,low,3,0.77,0.74,6,247,0,0,42.4,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08165,marketing,low,2,0.79,0.99,4,183,0,0,20.3,Low,[]
EMP08166,marketing,low,2,0.63,0.85,5,214,0,0,33.1,Low,[]
EMP08167,marketing,low,2,0.68,0.48,5,113,0,0,40.85,Medium,"['Below-market / low compensation band', 'Unhealthy working hours (over/under-work)', 'Workload imbalance (too many or too few projects)']"
EMP08168,sales,low,2,0.74,0.69,4,244,0,0,22.66,Low,[]
EMP08169,sales,low,4,0.49,0.67,6,286,0,0,63.16,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08170,sales,medium,2,0.46,0.55,3,139,0,0,27.95,Low,[]
EMP08171,sales,medium,3,0.9,0.91,5,176,0,0,32.0,Low,[]
EMP08172,sales,medium,3,0.7,0.67,5,136,0,0,41.5,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08173,sales,medium,2,0.84,0.71,4,222,0,0,13.8,Low,[]
EMP08174,sales,medium,4,0.89,0.77,4,269,0,0,34.51,Low,[]
EMP08175,sales,medium,2,0.59,0.87,4,183,0,0,21.3,Low,[]
EMP08176,sales,medium,3,0.57,0.72,3,206,0,0,33.9,Low,[]
EMP08177,sales,medium,3,0.53,0.49,3,158,0,0,35.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08178,sales,medium,3,0.83,0.89,4,136,0,0,29.6,Low,[]
EMP08179,sales,medium,2,0.51,0.66,4,182,0,0,23.7,Low,[]
EMP08180,sales,medium,3,0.78,0.61,4,268,0,0,33.6,Low,[]
EMP08181,sales,medium,3,0.52,0.69,3,144,0,0,36.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08182,sales,high,4,0.42,0.5,5,286,0,0,55.26,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08183,sales,low,3,0.61,0.38,2,268,0,0,58.7,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08184,sales,medium,3,0.85,1.0,3,255,0,0,28.71,Low,[]
EMP08185,sales,medium,5,0.17,0.85,6,245,0,0,68.97,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08186,sales,medium,2,0.79,0.52,3,134,0,0,19.3,Low,[]
EMP08187,accounting,medium,3,0.56,0.98,3,251,0,0,36.56,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08188,accounting,low,2,0.5,0.73,5,165,0,0,37.0,Medium,"['Low job satisfaction', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08189,accounting,low,2,0.51,0.53,3,223,0,0,28.7,Low,[]
EMP08190,hr,low,4,0.77,0.67,4,225,0,0,36.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08191,hr,low,3,0.84,0.9,3,196,0,0,30.8,Low,[]
EMP08192,hr,low,3,0.21,0.49,3,253,0,0,52.49,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08193,hr,low,3,0.65,0.57,5,222,0,0,44.5,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08194,technical,low,3,0.95,0.87,4,135,0,0,31.25,Low,[]
EMP08195,technical,low,2,0.8,0.75,4,217,0,0,20.0,Low,[]
EMP08196,technical,low,2,0.77,0.85,5,192,0,0,28.9,Low,[]
EMP08197,technical,low,3,0.57,0.7,3,172,0,0,38.9,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08198,technical,low,3,0.92,0.55,4,183,0,0,28.4,Low,[]
EMP08199,technical,low,2,1.0,0.71,5,186,0,0,22.0,Low,[]
EMP08200,technical,low,3,0.85,0.67,4,163,0,0,30.5,Low,[]
EMP08201,technical,low,3,0.57,0.8,4,262,0,0,43.61,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08202,technical,low,3,0.66,0.68,3,202,0,0,36.2,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08203,technical,low,3,0.85,0.8,4,248,0,0,32.21,Low,[]
EMP08204,technical,low,2,0.99,0.5,5,214,0,0,22.3,Low,[]
EMP08205,support,low,4,0.91,0.82,4,260,0,0,36.99,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08206,support,low,3,0.96,0.97,4,260,0,0,31.49,Low,[]
EMP08207,support,low,2,0.49,0.52,4,251,0,0,31.66,Low,[]
EMP08208,support,low,5,0.39,0.85,5,179,0,0,56.3,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08209,support,medium,2,0.87,0.74,4,178,0,0,12.9,Low,[]
EMP08210,support,medium,4,0.19,0.85,6,210,0,0,57.3,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08211,support,medium,4,0.9,0.83,3,273,0,0,35.07,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08212,support,medium,2,0.5,0.5,5,166,0,0,32.0,Low,[]
EMP08213,support,medium,2,0.7,0.9,5,246,0,0,27.29,Low,[]
EMP08214,support,medium,3,0.52,0.55,5,192,0,0,43.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08215,support,medium,3,0.71,0.69,3,274,0,0,36.99,Medium,"['No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP08216,technical,medium,3,0.4,0.41,3,232,0,0,39.0,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08217,technical,medium,4,0.96,0.53,3,158,0,0,26.2,Low,[]
EMP08218,technical,medium,3,0.86,0.92,5,137,0,0,36.45,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08219,management,medium,2,0.68,0.85,3,209,0,0,18.6,Low,[]
EMP08220,it,medium,2,0.56,0.64,3,206,0,0,22.2,Low,[]
EMP08221,it,high,2,0.65,0.56,3,230,0,0,14.5,Low,[]
EMP08222,it,low,3,0.98,0.61,5,239,0,0,34.6,Low,[]
EMP08223,it,medium,6,0.18,0.51,5,159,0,0,53.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08224,it,medium,2,0.66,0.65,4,244,0,0,20.06,Low,[]
EMP08225,product_mng,medium,5,0.14,0.51,5,259,0,0,62.87,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08226,product_mng,medium,3,0.94,0.8,5,245,0,0,31.87,Low,[]
EMP08227,product_mng,low,2,0.56,1.0,3,141,0,0,29.45,Low,[]
EMP08228,product_mng,low,4,0.56,0.8,5,202,0,0,51.2,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08229,it,low,3,0.59,0.89,5,143,0,0,48.05,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08230,randd,low,5,0.63,0.62,4,286,0,0,50.96,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08231,randd,low,3,0.97,0.88,5,173,0,0,34.9,Low,[]
EMP08232,randd,low,3,0.76,0.7,5,195,0,0,41.2,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08233,randd,low,4,0.85,0.58,4,167,0,0,34.5,Low,[]
EMP08234,randd,low,4,0.23,0.73,5,197,0,0,61.1,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08235,randd,low,5,0.68,0.62,3,255,0,0,42.81,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08236,marketing,low,3,0.71,0.73,3,274,0,0,41.99,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP08237,sales,low,2,0.5,0.59,3,192,0,0,29.0,Low,[]
EMP08238,accounting,low,3,0.61,0.7,3,225,0,0,37.7,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08239,support,low,2,0.99,0.65,3,209,0,0,14.3,Low,[]
EMP08240,technical,low,3,0.97,0.86,5,222,0,0,34.9,Low,[]
EMP08241,management,low,2,0.82,0.71,5,208,0,0,27.4,Low,[]
EMP08242,marketing,low,5,0.72,0.68,5,162,0,0,46.4,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08243,marketing,low,2,0.53,0.74,3,135,0,0,31.85,Low,[]
EMP08244,marketing,low,3,0.55,0.87,4,200,0,0,39.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08245,sales,low,4,0.52,0.53,4,159,0,0,44.4,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08246,sales,low,2,0.8,0.81,5,156,0,0,28.0,Low,[]
EMP08247,sales,low,3,0.51,0.95,4,169,0,0,40.7,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08248,sales,medium,3,0.66,0.65,4,154,0,0,31.2,Low,[]
EMP08249,sales,medium,3,0.56,0.43,2,169,0,0,49.2,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'No recent promotion / stalled growth']"
EMP08250,sales,medium,3,0.5,0.84,3,233,0,0,36.0,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08251,sales,medium,2,0.94,0.78,3,218,0,0,10.8,Low,[]
EMP08252,sales,medium,6,0.42,0.8,4,279,0,0,56.76,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'High performer showing silent burnout signs']"
EMP08253,sales,medium,3,0.6,0.61,3,195,0,0,33.0,Low,[]
EMP08254,sales,medium,3,0.55,0.71,4,223,0,0,34.5,Low,[]
EMP08255,sales,medium,4,0.76,0.72,3,275,0,0,39.7,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08256,sales,medium,3,0.84,0.74,3,234,0,0,25.8,Low,[]
EMP08257,sales,medium,6,0.33,0.62,4,113,0,0,50.35,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08258,sales,medium,5,0.61,0.95,3,133,0,0,40.95,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08259,sales,medium,4,0.91,0.93,5,158,0,0,35.7,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08260,sales,high,3,0.73,0.74,4,214,0,0,24.1,Low,[]
EMP08261,sales,low,4,0.87,0.67,4,272,0,0,40.76,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08262,sales,medium,4,0.38,0.42,2,127,0,0,64.35,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08263,sales,medium,3,0.8,0.51,4,141,0,0,29.25,Low,[]
EMP08264,accounting,medium,3,0.69,0.8,5,263,0,0,43.23,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08265,accounting,medium,5,0.99,0.92,5,174,0,0,33.3,Low,[]
EMP08266,accounting,low,2,0.92,0.76,5,246,0,0,25.69,Low,[]
EMP08267,hr,low,2,0.6,0.88,3,201,0,0,26.0,Low,[]
EMP08268,hr,low,3,0.89,0.93,3,181,0,0,29.3,Low,[]
EMP08269,hr,low,2,0.91,0.93,3,238,0,0,16.7,Low,[]
EMP08270,hr,low,2,0.35,0.52,3,167,0,0,33.5,Low,[]
EMP08271,technical,low,2,0.88,0.68,5,224,0,0,25.6,Low,[]
EMP08272,technical,low,3,0.66,0.69,3,182,0,0,36.2,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08273,technical,low,2,0.21,0.55,4,189,0,0,37.7,Medium,"['Low job satisfaction', 'Below-market / low compensation band']"
EMP08274,technical,medium,2,0.78,0.64,3,169,0,0,15.6,Low,[]
EMP08275,technical,medium,5,0.21,0.96,4,287,0,0,68.77,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP08276,technical,medium,2,0.64,0.94,3,150,0,0,19.8,Low,[]
EMP08277,technical,medium,2,0.68,0.95,4,146,0,0,19.6,Low,[]
EMP08278,technical,medium,4,0.99,0.87,4,162,0,0,25.3,Low,[]
EMP08279,technical,medium,5,0.85,0.55,4,158,0,0,29.5,Low,[]
EMP08280,technical,medium,2,0.86,0.51,3,185,0,0,13.2,Low,[]
EMP08281,technical,medium,3,0.89,0.98,3,214,0,0,24.3,Low,[]
EMP08282,support,medium,3,0.49,0.85,4,200,0,0,36.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08283,support,medium,2,0.76,0.97,4,219,0,0,16.2,Low,[]
EMP08284,support,medium,3,0.79,0.87,3,218,0,0,27.3,Low,[]
EMP08285,support,medium,2,0.89,0.64,4,237,0,0,12.3,Low,[]
EMP08286,support,medium,3,0.34,0.51,3,105,0,0,52.05,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth']"
EMP08287,support,medium,3,0.81,0.92,3,251,0,0,29.06,Low,[]
EMP08288,support,medium,2,0.96,0.7,3,227,0,0,10.2,Low,[]
EMP08289,support,medium,2,0.7,0.87,3,158,0,0,18.0,Low,[]
EMP08290,support,medium,2,0.92,0.61,4,252,0,0,13.97,Low,[]
EMP08291,support,medium,3,0.5,0.76,4,198,0,0,36.0,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08292,support,medium,3,0.75,0.72,2,192,0,0,43.5,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08293,technical,medium,4,0.42,0.38,2,139,0,0,60.15,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08294,technical,medium,3,0.29,0.4,6,205,0,0,50.3,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08295,technical,medium,3,0.91,0.48,3,224,0,0,23.7,Low,[]
EMP08296,management,medium,4,0.55,0.97,4,267,0,0,44.29,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08297,it,medium,3,0.57,0.81,4,200,0,0,33.9,Low,[]
EMP08298,it,medium,6,0.27,0.48,3,97,0,0,56.15,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'No recent promotion / stalled growth']"
EMP08299,it,high,3,0.7,0.43,6,253,0,0,35.79,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08300,it,high,2,0.63,0.68,4,191,0,0,15.1,Low,[]
EMP08301,it,high,2,0.97,0.63,5,199,0,0,12.9,Low,[]
EMP08302,product_mng,high,4,0.28,0.52,3,127,0,0,47.35,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08303,product_mng,high,2,0.7,0.6,3,187,0,0,13.0,Low,[]
EMP08304,product_mng,high,3,0.83,0.51,4,215,0,0,21.1,Low,[]
EMP08305,product_mng,high,6,0.22,0.76,4,176,0,0,39.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08306,it,high,2,0.55,0.47,3,194,0,0,17.5,Low,[]
EMP08307,randd,high,3,0.33,0.77,3,216,0,0,36.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08308,randd,high,3,0.5,0.78,4,185,0,0,31.0,Low,[]
EMP08309,randd,high,3,0.93,0.88,5,140,0,0,28.6,Low,[]
EMP08310,randd,high,4,0.77,0.66,3,260,0,0,31.19,Low,[]
EMP08311,randd,low,4,0.93,0.97,5,137,0,0,43.35,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08312,randd,low,2,0.72,1.0,4,151,0,0,22.4,Low,[]
EMP08313,marketing,low,2,0.78,0.53,3,152,0,0,20.6,Low,[]
EMP08314,sales,low,2,0.55,0.75,4,166,0,0,27.5,Low,[]
EMP08315,accounting,low,2,0.39,0.86,3,261,0,0,46.8,Medium,"['Low job satisfaction', 'Below-market / low compensation band', 'High performer showing silent burnout signs']"
EMP08316,support,low,3,0.67,0.78,3,235,0,0,35.9,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08317,technical,low,2,0.61,0.89,3,201,0,0,25.7,Low,[]
EMP08318,management,low,5,0.6,0.69,6,250,0,0,52.14,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08319,marketing,low,2,0.48,0.64,4,146,0,0,30.6,Low,[]
EMP08320,marketing,low,3,0.75,0.84,4,195,0,0,33.5,Low,[]
EMP08321,marketing,low,3,0.87,0.58,4,259,0,0,33.97,Low,[]
EMP08322,sales,low,4,0.51,0.54,4,166,0,0,44.7,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08323,sales,low,4,0.63,0.9,4,188,0,0,41.1,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08324,sales,low,2,0.6,0.57,3,203,0,0,26.0,Low,[]
EMP08325,sales,low,3,0.7,0.99,3,167,0,0,35.0,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08326,sales,medium,3,0.5,0.99,2,258,0,0,54.86,Medium,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']"
EMP08327,sales,medium,3,0.59,0.51,2,126,0,0,54.3,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'No recent promotion / stalled growth']"
EMP08328,sales,medium,4,0.52,0.39,6,246,0,0,48.69,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08329,sales,medium,3,0.55,0.49,3,205,0,0,34.5,Low,[]
EMP08330,sales,medium,3,0.81,0.62,5,201,0,0,34.7,Low,[]
EMP08331,sales,medium,3,0.94,0.98,4,197,0,0,22.8,Low,[]
EMP08332,sales,medium,3,0.98,0.61,3,272,0,0,28.46,Low,[]
EMP08333,sales,medium,2,0.83,0.84,4,206,0,0,14.1,Low,[]
EMP08334,sales,medium,3,0.93,0.62,3,184,0,0,23.1,Low,[]
EMP08335,sales,medium,2,0.99,0.54,3,199,0,0,9.3,Low,[]
EMP08336,sales,medium,3,0.55,0.57,4,220,0,0,34.5,Low,[]
EMP08337,sales,medium,3,0.96,0.83,3,233,0,0,22.2,Low,[]
EMP08338,sales,high,3,0.28,0.77,3,221,0,0,37.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08339,sales,high,5,0.97,0.6,6,168,0,0,28.9,Low,[]
EMP08340,sales,high,3,0.8,0.78,3,251,0,0,24.36,Low,[]
EMP08341,accounting,high,3,0.75,0.55,2,188,0,0,38.5,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08342,accounting,high,3,0.89,0.88,3,203,0,0,19.3,Low,[]
EMP08343,accounting,high,2,0.6,0.76,5,168,0,0,24.0,Low,[]
EMP08344,hr,high,2,0.73,0.98,3,227,0,0,12.1,Low,[]
EMP08345,hr,high,2,0.88,0.75,4,159,0,0,7.6,Low,[]
EMP08346,hr,low,3,0.5,0.7,3,159,0,0,41.0,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08347,hr,low,5,0.53,0.78,5,275,0,0,59.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08348,technical,low,2,0.95,0.43,6,283,0,0,32.71,Low,[]
